Experiments,Test,Animal,ID,Treatment,Diet,Age_month,Age_Cat,Sex,APOE,Code,Stage,Trial,Apparatus,Object1 : head entries,Object1.headtime,Object1_Day2_3_5: RI,Object1 : latency to first entry,Object1 : time mobile,Object1 : time immobile,Object1 : in zone oriented to centre,Object1 : time freezing,Object2 : head entries,Object2.headtime,Object2_Day2_3_5.RI,Object2 : latency to first entry,Object2 : time mobile,Object2 : time immobile,Object2 : in zone oriented to centre,Object2 : time freezing,Outerzone : head entries,Outerzone.headtime,Outerzone.distance,Outerzone : latency to first entry,Outerzone : average speed,Outerzone : time mobile,Outerzone : time immobile,Total_Time_Mobile,Outerzone.time.freezing,Centerzone : head entries,Centerzone.headtime,Centerzone.distance,Centerzone : latency to first entry,Centerzone : average speed,Centerzone : time mobile,Centerzone : time immobile,Centerzone.time.freezing,Object 3 : head entries,Object 3.headtime,Object 3 : latency to first entry,Object 3 : in zone oriented to centre,Object 4 : head entries,Object4.headtime,Object 4 : latency to first entry,Object 4 : in zone oriented to centre,Object1Center : head time oriented towards,Object2Center : head time oriented towards,Total.Distance,Total.Time.Freezing
APOE_220207_February 18 month Mixed cohort,39,220207-22,220207-22,E3HN_M_18moCTRL,Control,18,Old,Male,E3HN,D,Dilutions,1,box2,5,5.8,0.360248447,2.1,2.1,3.7,3.5,0,12,10.3,0.639751553,0,7.1,3.2,4.1,0,18,27.2,0.677,16.3,0.029,13.8,9.9,56,5.1,7,18.4,0.186,0,0.012,15.2,0,0,3,1.6,4.9,1.6,6,8.3,6.2,4.8,,,2.067,19.6
APOE_220207_February 18 month Mixed cohort,60,220207-22,220207-22,E3HN_M_18moCTRL,Control,18,Old,Male,E3HN,D,Dilutions,2,box2,3,3.2,0.390243902,0,2.9,0.2,1.5,0,4,5,0.609756098,93.3,2.9,2.1,1.3,0.9,37,43.9,0.221,10.3,0.027,5.5,2.7,24.5,0,5,5.1,0.076,0,0.034,2.2,0,0,1,1.2,98.1,0.9,0,0,,0,,,0.944,76.8
APOE_220207_February 18 month Mixed cohort,81,220207-22,220207-22,E3HN_M_18moCTRL,Control,18,Old,Male,E3HN,D,Dilutions,3,box2,1,1.3,0.302325581,3.1,1.3,0,1.3,0,4,3,0.697674419,0,3,0,1.5,0,11,88.1,0.415,21.1,0.007,5.8,54.4,26,45.4,4,18.8,0.252,0,0.013,11.7,7.8,0,3,5.9,5.3,5.3,4,4.4,1.7,1.8,,,1.287,64.4
APOE_220207_February 18 month Mixed cohort,102,220207-22,220207-22,E3HN_M_18moCTRL,Control,18,Old,Male,E3HN,D,Dilutions,4,box2,4,2.8,0.378378378,32.4,2.8,0,0.6,0,3,4.6,0.621621622,0.4,2.4,2.1,0.5,0,16,78.5,0.155,14,0.006,4.4,22.3,26,2.5,5,7.1,0.104,0,0.012,3.1,5.2,0,3,3.8,37.4,1.2,0,0,,0,,,0.998,44
APOE_220207_February 18 month Mixed cohort,123,220207-22,220207-22,E3HN_M_18moCTRL,Control,18,Old,Male,E3HN,D,Day1_vanilla,5,box2,2,3.9,0.639344262,5.1,0.1,3.8,3.8,0,3,2.2,0.360655738,2,0.2,2,0.5,0,10,73.4,0.458,18.7,0.008,7.1,53.1,30.5,46.4,8,20.8,0.5,0,0.025,8.7,11,0,2,4,77.4,1.4,11,10.1,0.9,2.6,,,1.723,55.6
APOE_220207_February 18 month Mixed cohort,144,220207-22,220207-22,E3HN_M_18moCTRL,Control,18,Old,Male,E3HN,D,Day2_IdenticalObject,1,box2,0,0,0,,0,0,0,0,1,2.8,1,63.7,0.4,2.4,1.2,0,12,106.6,0.624,3.2,0.007,9.4,84,21.7,67.6,2,1.4,0.038,0,0.043,0.9,0,0,,,,,,,,,,,1.116,70.7
APOE_220207_February 18 month Mixed cohort,165,220207-22,220207-22,E3HN_M_18moCTRL,Control,18,Old,Male,E3HN,D,Day2_IdenticalObject,2,box2,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,6,115.8,0.747,5,0.007,11.5,102.3,14.9,89.7,1,0.7,0.046,0,0.045,1,0,0,,,,,,,,,,,0.87,90.8
APOE_220207_February 18 month Mixed cohort,186,220207-22,220207-22,E3HN_M_18moCTRL,Control,18,Old,Male,E3HN,D,Day2_IdenticalObject,3,box2,1,0,0,62.9,0,0,0,0,3,2.1,1,0,1.4,0.7,0.4,0,4,110.2,0.743,5.2,0.007,9.3,100.6,16.2,77.7,3,5.8,0.677,0,0.104,3.3,3.2,1.2,,,,,,,,,,,1.835,78.9
APOE_220207_February 18 month Mixed cohort,207,220207-22,220207-22,E3HN_M_18moCTRL,Control,18,Old,Male,E3HN,D,Day2_ShortTermMemory,4,box2,1,1.3,1,91.1,1.3,0,0.8,0,0,0,0,,0,0,0,0,6,114,0.479,13.1,0.005,8.2,91.1,16,77.3,2,4.2,0.233,0,0.045,5.2,0,0,,,,,,,,,,,0.832,81.2
APOE_220207_February 18 month Mixed cohort,228,220207-22,220207-22,E3HN_M_18moCTRL,Control,18,Old,Male,E3HN,D,Day3_Novel Object2,1,box2,0,0,0,,0,0,0,0,3,2.3,1,11.1,2.3,0,1.5,0,2,104.4,0.036,16.5,0,1.4,100.7,13.3,92.6,2,5.6,0.189,0,0.036,5.1,0.1,0,,,,,,,,,,,0.552,92.6
APOE_220207_February 18 month Mixed cohort,249,220207-22,220207-22,E3HN_M_18moCTRL,Control,18,Old,Male,E3HN,D,Day5_NovelObject3,1,box2,0,0,0,,0,0,0,0,1,0.5,1,0,0.5,0,0,0,3,117.1,0.126,4.7,0.001,2.9,112.4,4.6,107.2,1,1,0.039,0,0.032,1.2,0,0,,,,,,,,,,,0.227,107.2
APOE_220207_February 18 month Mixed cohort,19,220207-23,220207-23,E3HN_M_18moCTRL,Control,18,Old,Male,E3HN,D,openfield,1,box3,,,,,,,,,,,,,,,,,61,193.1,0.976,29.4,0.006,32.7,133.1,203.9,75.1,53,179.3,3.305,0,0.024,63.4,76.2,37,,,,,,,,,,,9.033,210.1
APOE_220207_February 18 month Mixed cohort,40,220207-23,220207-23,E3HN_M_18moCTRL,Control,18,Old,Male,E3HN,D,Dilutions,1,box3,6,8.6,0.618705036,0,4.6,4,5,0,5,5.3,0.381294964,4.5,4.2,1.1,1.6,0,23,63,0.681,13.7,0.011,18.5,41.8,60.4,17.9,5,29.3,0.419,0,0.015,22.5,5.9,1.1,7,6.7,30.8,3.8,5,3,26.3,1.3,,,2.158,22
APOE_220207_February 18 month Mixed cohort,61,220207-23,220207-23,E3HN_M_18moCTRL,Control,18,Old,Male,E3HN,D,Dilutions,2,box3,5,7.5,0.79787234,21.3,6.6,0.9,3.5,0,4,1.9,0.20212766,1,1.9,0,0.5,0,21,74.8,0.372,3.6,0.024,12.9,2.6,45.7,1.5,7,13.9,0.315,0,0.042,7.5,0,0,3,2.1,2.3,1.6,4,1.5,31.5,0,,,1.662,56.1
APOE_220207_February 18 month Mixed cohort,82,220207-23,220207-23,E3HN_M_18moCTRL,Control,18,Old,Male,E3HN,D,Dilutions,3,box3,2,1.1,0.5,78.6,1,0.1,0.2,0,4,1.1,0.5,2.6,0.4,0.7,0.8,0,12,82.2,0.279,7.3,0.004,4.9,68.3,22.6,43,4,4.6,0.07,0,0.016,4.3,0,0,1,2.1,0,0.2,3,1.5,104.6,0.8,,,0.956,60.6
APOE_220207_February 18 month Mixed cohort,103,220207-23,220207-23,E3HN_M_18moCTRL,Control,18,Old,Male,E3HN,D,Dilutions,4,box3,8,8.1,0.771428571,12.9,1.8,6.3,3.3,3.7,8,2.4,0.228571429,16.2,0.3,2.1,0,0.6,8,35.3,0.036,53.3,0.001,1.5,29.7,25.4,23.2,4,17.3,0.338,0,0.018,11.8,7.4,0,4,3.1,0,1.4,1,0.9,103.7,0.9,,,0.774,66.8
APOE_220207_February 18 month Mixed cohort,124,220207-23,220207-23,E3HN_M_18moCTRL,Control,18,Old,Male,E3HN,D,Day1_vanilla,5,box3,2,2.1,0.807692308,0.9,0.1,2,1.6,0,1,0.5,0.192307692,77.6,0.5,0,0.5,0,9,91.1,0.831,11.5,0.01,6.2,75.4,27.1,64.2,4,18,0.405,0,0.029,10.8,3.1,0,1,10.3,81.7,0.1,2,0.7,4.7,0,,,1.712,72
APOE_220207_February 18 month Mixed cohort,145,220207-23,220207-23,E3HN_M_18moCTRL,Control,18,Old,Male,E3HN,D,Day2_IdenticalObject,1,box3,3,1.1,0.22,54.6,1.1,0,0.2,0,4,3.9,0.78,5.5,2.3,1.6,0.1,1.4,11,98.6,1.66,6.5,0.017,18.4,80.2,35.1,65,5,7.5,0.573,0,0.05,11.5,0,0,,,,,,,,,,,2.656,66.4
APOE_220207_February 18 month Mixed cohort,166,220207-23,220207-23,E3HN_M_18moCTRL,Control,18,Old,Male,E3HN,D,Day2_IdenticalObject,2,box3,2,0.8,0.5,0.5,0.8,0,0.8,0,2,0.8,0.5,5.6,0.1,0.7,0.8,0,12,65.8,0.726,10.5,0.008,7.5,86,18.5,67.6,3,8.1,0.56,0,0.061,6.8,2.3,0,,,,,,,,,,,1.717,76.2
APOE_220207_February 18 month Mixed cohort,187,220207-23,220207-23,E3HN_M_18moCTRL,Control,18,Old,Male,E3HN,D,Day2_IdenticalObject,3,box3,1,2.2,0.488888889,0,2,0.2,0,0,1,2.3,0.511111111,2.2,0,2.3,2.1,0,5,92.4,2.289,6.6,0.023,16.9,84.3,32.6,68.8,2,24.5,0.736,0,0.047,12.6,3,1.4,,,,,,,,,,,3.485,70.1
APOE_220207_February 18 month Mixed cohort,208,220207-23,220207-23,E3HN_M_18moCTRL,Control,18,Old,Male,E3HN,D,Day2_ShortTermMemory,4,box3,1,0.1,0.111111111,90,0.1,0,0,0,2,0.8,0.888888889,5.4,0.8,0,0.3,0,10,78.5,0.485,9.7,0.006,10.6,67.9,22.2,45.8,3,7,0.543,0,0.066,8.3,0,0,,,,,,,,,,,1.249,64.6
APOE_220207_February 18 month Mixed cohort,229,220207-23,220207-23,E3HN_M_18moCTRL,Control,18,Old,Male,E3HN,D,Day3_Novel Object2,1,box3,1,0.2,1,2.7,0.2,0,0,0,0,0,0,,0,0,0,0,4,111.6,0.394,4.7,0.003,5.7,109.6,7.8,92.3,1,3.5,0.115,0,0.03,1.2,2.6,0,,,,,,,,,,,0.58,92.3
APOE_220207_February 18 month Mixed cohort,250,220207-23,220207-23,E3HN_M_18moCTRL,Control,18,Old,Male,E3HN,D,Day5_NovelObject3,1,box3,2,3.3,0.589285714,71.1,3.3,0,1.7,0,11,2.3,0.410714286,15.7,2,0.3,0.9,0.1,16,87,1.633,1.5,0.015,18.3,90.3,29.7,68.6,3,6.6,0.408,0,0.055,7.4,0,0,,,,,,,,,,,2.424,68.6
APOE_220207_February 18 month Mixed cohort,20,220207-24,220207-24,E3HN_M_18moHFD,HFD,18,Old,Male,E3HN,A,openfield,1,box4,,,,,,,,,,,,,,,,,76,264.4,8.769,59,0.03,150.6,146.5,256.1,61.7,34,184.9,2.402,0,0.018,37,93.5,53.2,,,,,,,,,,,16.662,165.1
APOE_220207_February 18 month Mixed cohort,41,220207-24,220207-24,E3HN_M_18moHFD,HFD,18,Old,Male,E3HN,A,Dilutions,1,box4,4,4.4,0.698412698,0,4.3,0.1,4.1,0,3,1.9,0.301587302,42,1.9,0,0.4,0,13,84.1,2.058,13.1,0.027,41.9,35.6,70.7,30.1,7,15.5,0.125,0,0.01,4.5,7.6,0,4,4.8,1.5,2.9,6,4.5,7.5,2,,,3.081,34.3
APOE_220207_February 18 month Mixed cohort,62,220207-24,220207-24,E3HN_M_18moHFD,HFD,18,Old,Male,E3HN,A,Dilutions,2,box4,4,3.3,0.6,8.5,2.6,0.7,3,0,3,2.2,0.4,2.8,1.6,0.5,1.5,0,20,81.3,0.673,9.8,0.008,10.7,74.1,37.4,54.4,4,17.6,0.575,0,0.032,13.7,4,0,5,4.2,0.5,3.8,2,1.2,70.3,1.2,,,1.688,55.9
APOE_220207_February 18 month Mixed cohort,83,220207-24,220207-24,E3HN_M_18moHFD,HFD,18,Old,Male,E3HN,A,Dilutions,3,box4,1,0.4,1,3.3,0.4,0,0.4,0,0,0,0,,0,0,0,0,13,46.9,0.071,9.5,0.001,1.2,72.1,10.4,64.9,4,21.3,0.11,0,0.007,2.7,13.7,7.3,8,15,0,3.7,0,0,,0,,,0.444,85.8
APOE_220207_February 18 month Mixed cohort,104,220207-24,220207-24,E3HN_M_18moHFD,HFD,18,Old,Male,E3HN,A,Dilutions,4,box4,6,0.8,0.444444444,78.4,0.5,0.3,0.8,0,4,1,0.555555556,0.8,0.4,0.6,0.7,0,23,67.1,1.95,4.6,0.02,32.3,64.2,45.9,30.8,4,3.9,0.086,0,0.028,1,2.1,0,3,2.3,19.7,1.9,1,0.6,1.7,0,,,2.736,31.8
APOE_220207_February 18 month Mixed cohort,125,220207-24,220207-24,E3HN_M_18moHFD,HFD,18,Old,Male,E3HN,A,Day1_vanilla,5,box4,2,4.3,0.826923077,0,0.2,4.1,3.5,0,1,0.9,0.173076923,3,0.9,0,0.9,0,18,75,1.328,13.1,0.014,29.2,69.1,41.7,42.3,2,6.5,0.113,0,0.011,1.9,8,1.2,1,0.8,83.6,0.6,0,0,,0,,,1.842,43.5
APOE_220207_February 18 month Mixed cohort,146,220207-24,220207-24,E3HN_M_18moHFD,HFD,18,Old,Male,E3HN,A,Day2_IdenticalObject,1,box4,3,4.9,0.830508475,5.2,0.7,4.2,3.5,0,1,1,0.169491525,116.1,1,0,1,0,8,92.3,1.271,11,0.014,19.7,70.1,34.2,45.3,5,18.1,0.474,0,0.023,8.3,12.5,1.5,,,,,,,,,,,2.485,46.8
APOE_220207_February 18 month Mixed cohort,167,220207-24,220207-24,E3HN_M_18moHFD,HFD,18,Old,Male,E3HN,A,Day2_IdenticalObject,2,box4,1,0.4,0.333333333,16.7,0.4,0,0.2,0,2,0.8,0.666666667,1.8,0,0.8,0.2,0,4,36.6,0.853,23.2,0.012,6.9,64.3,22.7,58.6,4,44.5,0.672,0,0.015,11.7,32.7,16.5,,,,,,,,,,,2.155,75.2
APOE_220207_February 18 month Mixed cohort,188,220207-24,220207-24,E3HN_M_18moHFD,HFD,18,Old,Male,E3HN,A,Day2_IdenticalObject,3,box4,4,5.4,1,15.3,0.7,4.6,4.3,0,0,0,0,,0,0,0,0,8,30.5,0.659,66.4,0.013,10.7,40.7,18.6,26.3,2,65.2,0.199,0,0.003,4.8,60.7,40.2,,,,,,,,,,,0.989,66.5
APOE_220207_February 18 month Mixed cohort,209,220207-24,220207-24,E3HN_M_18moHFD,HFD,18,Old,Male,E3HN,A,Day2_ShortTermMemory,4,box4,27,15.7,0.907514451,13.8,0,15.7,15.7,14.4,1,1.6,0.092485549,74.8,1.6,0,1.2,0,5,38.6,0.16,80.9,0.004,2.8,36.3,9.9,31.6,1,78.3,0.194,0,0.002,5,73.8,66.8,,,,,,,,,,,0.389,98.3
APOE_220207_February 18 month Mixed cohort,230,220207-24,220207-24,E3HN_M_18moHFD,HFD,18,Old,Male,E3HN,A,Day3_Novel Object2,1,box4,1,1,0.06993007,115.1,1,0,0.9,0,14,13.3,0.93006993,15.6,1.9,11.4,0.3,7.1,3,18.2,0.039,26.3,0.003,2.4,12.9,20.5,9.2,4,88.2,0.283,0,0.003,12.6,78.4,55.9,,,,,,,,,,,0.569,66.3
APOE_220207_February 18 month Mixed cohort,251,220207-24,220207-24,E3HN_M_18moHFD,HFD,18,Old,Male,E3HN,A,Day5_NovelObject3,1,box4,2,1.1,0.333333333,19.6,1.1,0,0.5,0,2,2.2,0.666666667,27.3,2.2,0,1.1,0,9,64.2,2.64,3.6,0.041,43.5,21.5,61.3,8.2,3,12.8,0.284,0,0.027,7,3.6,1.3,,,,,,,,,,,3.4,41.6
APOE_220207_February 18 month Mixed cohort,21,220207-25,220207-25,E3HN_M_18moHFD,HFD,18,Old,Male,E3HN,A,openfield,1,box1,,,,,,,,,,,,,,,,,105,292.2,6.162,49.4,0.033,110.2,77.2,285,9.3,52,102.7,4.696,0,0.044,69.6,37,13.3,,,,,,,,,64.6,76.1,17.129,71.2
APOE_220207_February 18 month Mixed cohort,42,220207-25,220207-25,E3HN_M_18moHFD,HFD,18,Old,Male,E3HN,A,Dilutions,1,box1,6,7,0.372340426,0,4.3,2.8,3.6,0,13,11.8,0.627659574,6,9.1,2.6,4.3,1.2,18,37.9,1.051,8,0.049,17.1,4.5,79.8,0,15,30.2,0.485,0,0.025,19,0,0,9,9.8,1.9,5.6,7,5.7,3.6,4.4,14.1,16.6,4.463,2.5
APOE_220207_February 18 month Mixed cohort,63,220207-25,220207-25,E3HN_M_18moHFD,HFD,18,Old,Male,E3HN,A,Dilutions,2,box1,4,2.1,0.411764706,3.3,2.1,0,1.6,0,3,3,0.588235294,1.3,2.8,0.1,2.2,0,22,65.4,1.515,7.7,0.019,16,63.6,43.4,9.6,5,11.1,0.333,0,0.036,9.2,0,0,2,1.3,4.7,0,5,2.9,50.1,2.1,33,16.1,3.156,12.1
APOE_220207_February 18 month Mixed cohort,84,220207-25,220207-25,E3HN_M_18moHFD,HFD,18,Old,Male,E3HN,A,Dilutions,3,box1,1,0.3,0.333333333,6.7,0.3,0,0.1,0,1,0.6,0.666666667,10.8,0.6,0,0.5,0,38,73.4,0.536,12.8,0.005,10.8,92.3,21.2,68.3,3,10.8,0.229,0,0.018,6.1,6.4,1.2,2,0.2,110.2,0,3,1.5,7.3,0.5,2.4,34.5,0.934,69.5
APOE_220207_February 18 month Mixed cohort,105,220207-25,220207-25,E3HN_M_18moHFD,HFD,18,Old,Male,E3HN,A,Dilutions,4,box1,2,2.5,0.862068966,2.7,1,1.5,2.4,0,1,0.4,0.137931034,43.4,0.4,0,0,0,21,73.3,0.689,11.1,0.012,9.4,49.3,22.8,18.7,4,6.1,0.105,0,0.017,3.8,2.4,0,6,5.7,1,4.2,0,0,,0,17.3,11.7,1.433,24.2
APOE_220207_February 18 month Mixed cohort,126,220207-25,220207-25,E3HN_M_18moHFD,HFD,18,Old,Male,E3HN,A,Day1_vanilla,5,box1,1,1.4,0.666666667,2.4,1.4,0,0.8,0,1,0.7,0.333333333,25.6,0,0.7,0.7,0,13,44.7,0.226,16.4,0.004,10,45.5,33.3,6.2,3,28.3,0.338,0,0.013,12.8,13.9,3,6,5.4,0.5,2.2,3,2.3,20.7,1.5,38.1,38.3,1.197,18.8
APOE_220207_February 18 month Mixed cohort,147,220207-25,220207-25,E3HN_M_18moHFD,HFD,18,Old,Male,E3HN,A,Day2_IdenticalObject,1,box1,1,2.5,0.367647059,99.9,2.5,0,0.6,0,3,4.3,0.632352941,59.9,4.3,0,1.2,0,8,87.8,0.342,14.9,0.004,10.6,70,30.9,40,6,18.3,0.374,0,0.024,6.1,9.4,6.7,,,,,,,,,5,3.6,1.419,50.3
APOE_220207_February 18 month Mixed cohort,168,220207-25,220207-25,E3HN_M_18moHFD,HFD,18,Old,Male,E3HN,A,Day2_IdenticalObject,2,box1,3,4.8,0.75,4.2,1,3.8,0.8,0.2,2,1.6,0.25,99.3,1.6,0,1.2,0,9,85.7,0.993,10,0.011,18.7,73,33,55.1,5,21.8,0.482,0,0.022,8.4,13.7,3.3,,,,,,,,,3,3.4,1.922,58.4
APOE_220207_February 18 month Mixed cohort,189,220207-25,220207-25,E3HN_M_18moHFD,HFD,18,Old,Male,E3HN,A,Day2_IdenticalObject,3,box1,4,5.5,0.670731707,69.3,1.7,3.8,1.4,0,4,2.7,0.329268293,5.2,1.3,1.4,1.6,0,11,80.8,0.641,6.4,0.008,14.9,70.3,31.8,53,6,9.6,0.321,0,0.026,4.2,7.9,0,,,,,,,,,13.9,9.5,1.726,56.9
APOE_220207_February 18 month Mixed cohort,210,220207-25,220207-25,E3HN_M_18moHFD,HFD,18,Old,Male,E3HN,A,Day2_ShortTermMemory,4,box1,2,0.6,0.352941176,62.4,0.6,0,0.6,0,3,1.1,0.647058824,74.8,1.1,0,0,0,4,100.2,0.221,6.1,0.003,4.9,77,18.2,64.3,3,16.7,0.359,0,0.019,10.5,8.8,2.6,,,,,,,,,1.2,0.3,0.811,81.1
APOE_220207_February 18 month Mixed cohort,231,220207-25,220207-25,E3HN_M_18moHFD,HFD,18,Old,Male,E3HN,A,Day3_Novel Object2,1,box1,2,4.9,0.576470588,51.7,4.9,0,1.4,0,4,3.6,0.423529412,1.8,2.3,1.2,1.2,0,14,77,1.182,4.2,0.015,16.7,59.6,40.2,32.4,4,14.5,0.569,0,0.025,15.8,7.2,3.4,,,,,,,,,3.8,4.3,2.347,42.7
APOE_220207_February 18 month Mixed cohort,252,220207-25,220207-25,E3HN_M_18moHFD,HFD,18,Old,Male,E3HN,A,Day5_NovelObject3,1,box1,3,15.5,0.782828283,2.6,1.9,13.6,14.5,13.2,3,4.3,0.217171717,17.8,2.9,1.4,2.4,0,13,82.1,2.14,24,0.027,26.6,53.3,44,26.1,3,23.3,0.209,0,0.009,4.5,18.4,14.5,,,,,,,,,5.7,3.8,3.149,42.2
APOE_220207_February 18 month Mixed cohort,3,220207-3,220207-3,E3HN_M_18moHFD,HFD,18,Old,Male,E3HN,A,openfield,1,box3,,,,,,,,,,,,,,,,,53,221.1,1.463,48.9,0.015,33.2,61.9,157,27.4,47,205.9,1.613,0,0.009,44.6,133.9,74.9,,,,,,,,,,,6.172,214.5
APOE_220207_February 18 month Mixed cohort,24,220207-3,220207-3,E3HN_M_18moHFD,HFD,18,Old,Male,E3HN,A,Dilutions,1,box3,6,9,0.833333333,2.7,9,0,5.1,0,3,1.8,0.166666667,5.3,1.8,0,1.7,0,23,54.5,1.205,17.7,0.018,20.5,45,68.6,11.4,10,24.9,0.415,0,0.018,20.3,2.2,0,11,9.9,8.2,5.5,7,2.3,4.7,2.2,,,3.048,11.4
APOE_220207_February 18 month Mixed cohort,45,220207-3,220207-3,E3HN_M_18moHFD,HFD,18,Old,Male,E3HN,A,Dilutions,2,box3,6,5.2,0.577777778,12.5,3.5,1.7,2.7,0,7,3.8,0.422222222,24.8,1.9,1.9,2,0,24,59,0.886,5.4,0.013,19.7,46.2,64.1,25.9,10,22.4,0.83,0,0.036,23,0,0,7,3.9,28.9,1.1,4,6.2,7.8,2.1,,,2.77,25.9
APOE_220207_February 18 month Mixed cohort,66,220207-3,220207-3,E3HN_M_18moHFD,HFD,18,Old,Male,E3HN,A,Dilutions,3,box3,6,5.4,0.75,0.2,5,0.4,2.3,0,3,1.8,0.25,2.5,1.8,0,1.3,0,7,13.5,0.04,22.4,0.008,2.6,2.3,33.3,0,5,89.3,0.481,0,0.005,16.7,72.1,47.2,3,1.2,1.2,1.2,15,17.1,5.4,3.1,,,1.149,48.9
APOE_220207_February 18 month Mixed cohort,87,220207-3,220207-3,E3HN_M_18moHFD,HFD,18,Old,Male,E3HN,A,Dilutions,4,box3,4,2.4,0.369230769,9.8,0.5,1.9,1.2,0,5,4.1,0.630769231,22.4,2.5,1.6,0.8,0,4,14.1,0.273,38.3,0.012,6.1,16.1,25.4,7.7,12,41.5,0.286,0,0.009,11,20.1,10.2,5,59.3,3.6,30.6,5,2.4,0,0.9,,,0.887,65.4
APOE_220207_February 18 month Mixed cohort,108,220207-3,220207-3,E3HN_M_18moHFD,HFD,18,Old,Male,E3HN,A,Day1_vanilla,5,box3,7,17,0.939226519,1,5,12,4.4,1.1,1,1.1,0.060773481,10.3,0,1.1,0.1,0,4,48.1,0.483,51.4,0.011,9.1,36.8,36.4,32.7,11,46.7,0.435,0,0.008,18.9,32.5,9,7,16.9,0,12.9,5,8.2,5.6,3.8,,,1.276,48
APOE_220207_February 18 month Mixed cohort,129,220207-3,220207-3,E3HN_M_18moHFD,HFD,18,Old,Male,E3HN,A,Day2_IdenticalObject,1,box3,0,0,0,,0,0,0,0,7,1.8,1,35.5,0.9,0.9,1.2,0,9,104,2.879,3.7,0.027,42.1,63.9,53,45.7,2,4.3,0.123,0,0.037,3.3,0,0,,,,,,,,,,,3.405,46.7
APOE_220207_February 18 month Mixed cohort,150,220207-3,220207-3,E3HN_M_18moHFD,HFD,18,Old,Male,E3HN,A,Day2_IdenticalObject,2,box3,24,36.3,1,43.1,3.3,33,31.6,30,0,0,0,,0,0,0,0,8,63.7,0.604,3.4,0.007,10.4,81.8,26.4,77.2,6,8.8,0.884,0,0.093,9.5,0,0,,,,,,,,,,,2.223,82.3
APOE_220207_February 18 month Mixed cohort,171,220207-3,220207-3,E3HN_M_18moHFD,HFD,18,Old,Male,E3HN,A,Day2_IdenticalObject,3,box3,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,1,83.1,0.184,10.5,0.002,3.1,106.5,4.7,103.2,3,28.5,0.075,0,0.008,1.1,8.8,4.5,,,,,,,,,,,0.296,107.8
APOE_220207_February 18 month Mixed cohort,192,220207-3,220207-3,E3HN_M_18moHFD,HFD,18,Old,Male,E3HN,A,Day2_ShortTermMemory,4,box3,2,0.4,0.108108108,0.5,0.2,0.2,0.2,0,5,3.3,0.891891892,4.5,3.3,0,1.2,0,2,80,1.063,7.2,0.01,15.8,90.8,21.4,84.9,4,11.6,0.266,0,0.022,4,7.9,0,,,,,,,,,,,1.844,84.9
APOE_220207_February 18 month Mixed cohort,213,220207-3,220207-3,E3HN_M_18moHFD,HFD,18,Old,Male,E3HN,A,Day3_Novel Object2,1,box3,1,1,0.175438596,24,1,0,1,0,3,4.7,0.824561404,14.9,4.7,0,2.4,0,13,101.9,2.334,1.5,0.022,23.9,83.2,36.2,63.6,5,3.9,0.154,0,0.096,1.6,0,0,,,,,,,,,,,3.151,64.2
APOE_220207_February 18 month Mixed cohort,234,220207-3,220207-3,E3HN_M_18moHFD,HFD,18,Old,Male,E3HN,A,Day5_NovelObject3,1,box3,9,15.5,0.861111111,10.8,11.2,4.2,3.9,3,4,2.5,0.138888889,0,2.5,0,2,0,14,83.6,2.512,2,0.027,30.9,60.8,54.2,33.6,10,9,0.262,0,0.061,4.3,0,0,,,,,,,,,,,4.218,36.6
APOE_220207_February 18 month Mixed cohort,4,220207-4,220207-4,E3HN_M_18moHFD,HFD,18,Old,Male,E3HN,A,openfield,1,box4,,,,,,,,,,,,,,,,,71,345.7,4.899,7.9,0.019,92.1,171.6,218.7,58,38,116.3,2.208,0,0.035,44.1,19.6,5.8,,,,,,,,,,,11.306,160.2
APOE_220207_February 18 month Mixed cohort,25,220207-4,220207-4,E3HN_M_18moHFD,HFD,18,Old,Male,E3HN,A,Dilutions,1,box4,4,5.8,0.773333333,25.9,0.9,4.9,5.1,1.1,2,1.7,0.226666667,4.2,0.1,1.6,1.1,0,12,80.3,2.098,10.4,0.024,34.8,54.3,55.3,33.5,10,16.7,0.225,0,0.02,3.5,8,2.1,7,8.7,16.4,4.9,9,6.9,1.1,1.9,,,2.851,35.5
APOE_220207_February 18 month Mixed cohort,46,220207-4,220207-4,E3HN_M_18moHFD,HFD,18,Old,Male,E3HN,A,Dilutions,2,box4,1,1.3,0.276595745,5.6,0,1.3,1,0,3,3.4,0.723404255,2.6,1.7,1.7,0,0,3,103.5,0.225,18.8,0.002,3.5,96.5,10.7,74.4,5,11,0.085,0,0.005,3.3,12.7,1,1,2,0,1.5,0,0,,0,,,0.492,75.4
APOE_220207_February 18 month Mixed cohort,67,220207-4,220207-4,E3HN_M_18moHFD,HFD,18,Old,Male,E3HN,A,Dilutions,3,box4,1,2.3,0.793103448,0.6,0.1,2.2,1.3,0,1,0.6,0.206896552,57.8,0.6,0,0.4,0,7,106.1,1.895,6.9,0.017,25.5,86,29.2,72.6,3,5.7,0.075,0,0.013,1.1,4.7,0,2,2.5,3.3,1.3,0,0,,0,,,2.181,72.6
